datetime,city,area_name,location,hour,day_of_week,month,base_fare,ride_demand
2023-01-02 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,0,1,138,48
2023-01-02 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,0,1,58,82
2023-01-02 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,0,1,57,92
2023-01-02 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,0,1,130,89
2023-01-02 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,0,1,84,84
2023-01-02 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,0,1,82,46
2023-01-02 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,0,1,90,48
2023-01-02 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,0,1,122,49
2023-01-03 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,1,1,61,43
2023-01-03 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,1,1,82,57
2023-01-03 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,1,1,72,46
2023-01-03 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,1,1,148,53
2023-01-03 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,1,1,135,44
2023-01-03 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,1,1,114,44
2023-01-03 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,1,1,150,56
2023-01-03 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,1,1,127,44
2023-01-03 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,1,1,50,91
2023-01-03 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,1,1,139,100
2023-01-03 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,1,1,76,95
2023-01-03 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,1,1,128,71
2023-01-03 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,1,1,139,51
2023-01-03 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,1,1,126,48
2023-01-03 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,1,1,101,45
2023-01-03 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,1,1,143,46
2023-01-03 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,1,1,72,48
2023-01-03 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,1,1,64,92
2023-01-03 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,1,1,78,85
2023-01-03 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,1,1,62,88
2023-01-03 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,1,1,108,83
2023-01-03 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,1,1,91,54
2023-01-03 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,1,1,111,47
2023-01-03 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,1,1,77,53
2023-01-04 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,2,1,93,52
2023-01-04 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,2,1,141,48
2023-01-04 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,2,1,111,42
2023-01-04 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,2,1,50,54
2023-01-04 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,2,1,52,48
2023-01-04 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,2,1,119,49
2023-01-04 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,2,1,76,50
2023-01-04 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,2,1,111,46
2023-01-04 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,2,1,146,96
2023-01-04 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,2,1,93,101
2023-01-04 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,2,1,108,95
2023-01-04 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,2,1,101,73
2023-01-04 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,2,1,111,58
2023-01-04 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,2,1,107,53
2023-01-04 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,2,1,88,43
2023-01-04 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,2,1,52,58
2023-01-04 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,2,1,150,58
2023-01-04 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,2,1,105,98
2023-01-04 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,2,1,108,98
2023-01-04 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,2,1,51,83
2023-01-04 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,2,1,141,86
2023-01-04 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,2,1,145,42
2023-01-04 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,2,1,50,43
2023-01-04 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,2,1,102,53
2023-01-05 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,3,1,139,47
2023-01-05 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,3,1,81,45
2023-01-05 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,3,1,104,52
2023-01-05 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,3,1,105,58
2023-01-05 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,3,1,87,46
2023-01-05 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,3,1,147,47
2023-01-05 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,3,1,135,52
2023-01-05 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,3,1,65,42
2023-01-05 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,3,1,122,92
2023-01-05 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,3,1,129,89
2023-01-05 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,3,1,69,90
2023-01-05 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,3,1,68,59
2023-01-05 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,3,1,68,48
2023-01-05 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,3,1,101,50
2023-01-05 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,3,1,82,49
2023-01-05 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,3,1,88,49
2023-01-05 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,3,1,50,52
2023-01-05 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,3,1,141,91
2023-01-05 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,3,1,148,88
2023-01-05 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,3,1,65,97
2023-01-05 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,3,1,109,98
2023-01-05 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,3,1,51,42
2023-01-05 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,3,1,97,53
2023-01-05 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,3,1,118,46
2023-01-06 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,4,1,81,50
2023-01-06 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,4,1,148,57
2023-01-06 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,4,1,129,44
2023-01-06 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,4,1,69,42
2023-01-06 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,4,1,73,52
2023-01-06 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,4,1,121,45
2023-01-06 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,4,1,87,49
2023-01-06 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,4,1,133,44
2023-01-06 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,4,1,138,89
2023-01-06 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,4,1,74,100
2023-01-06 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,4,1,131,88
2023-01-06 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,4,1,103,59
2023-01-06 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,4,1,129,50
2023-01-06 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,4,1,149,42
2023-01-06 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,4,1,117,42
2023-01-06 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,4,1,63,57
2023-01-06 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,4,1,69,49
2023-01-06 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,4,1,56,84
2023-01-06 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,4,1,66,82
2023-01-06 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,4,1,97,93
2023-01-06 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,4,1,108,95
2023-01-06 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,4,1,79,47
2023-01-06 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,4,1,100,49
2023-01-06 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,4,1,76,43
2023-01-07 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,5,1,70,57
2023-01-07 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,5,1,77,71
2023-01-07 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,5,1,113,57
2023-01-07 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,5,1,118,72
2023-01-07 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,5,1,68,60
2023-01-07 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,5,1,84,73
2023-01-07 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,5,1,66,68
2023-01-07 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,5,1,141,70
2023-01-07 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,5,1,55,104
2023-01-07 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,5,1,86,118
2023-01-07 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,5,1,95,104
2023-01-07 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,5,1,109,72
2023-01-07 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,5,1,112,57
2023-01-07 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,5,1,116,66
2023-01-07 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,5,1,144,59
2023-01-07 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,5,1,95,71
2023-01-07 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,5,1,135,58
2023-01-07 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,5,1,76,106
2023-01-07 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,5,1,51,113
2023-01-07 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,5,1,82,105
2023-01-07 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,5,1,92,112
2023-01-07 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,5,1,88,66
2023-01-07 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,5,1,75,59
2023-01-07 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,5,1,99,69
2023-01-08 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,6,1,109,63
2023-01-08 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,6,1,106,60
2023-01-08 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,6,1,94,57
2023-01-08 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,6,1,57,70
2023-01-08 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,6,1,65,70
2023-01-08 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,6,1,125,71
2023-01-08 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,6,1,141,58
2023-01-08 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,6,1,115,73
2023-01-08 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,6,1,101,111
2023-01-08 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,6,1,119,116
2023-01-08 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,6,1,103,112
2023-01-08 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,6,1,109,76
2023-01-08 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,6,1,146,64
2023-01-08 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,6,1,102,68
2023-01-08 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,6,1,54,63
2023-01-08 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,6,1,117,62
2023-01-08 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,6,1,145,71
2023-01-08 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,6,1,148,104
2023-01-08 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,6,1,101,112
2023-01-08 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,6,1,62,106
2023-01-08 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,6,1,79,113
2023-01-08 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,6,1,112,61
2023-01-08 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,6,1,139,65
2023-01-08 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,6,1,61,57
2023-01-09 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,0,1,107,42
2023-01-09 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,0,1,83,57
2023-01-09 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,0,1,138,49
2023-01-09 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,0,1,50,57
2023-01-09 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,0,1,110,48
2023-01-09 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,0,1,113,46
2023-01-09 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,0,1,71,44
2023-01-09 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,0,1,125,57
2023-01-09 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,0,1,100,91
2023-01-09 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,0,1,135,100
2023-01-09 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,0,1,141,91
2023-01-09 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,0,1,96,73
2023-01-09 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,0,1,143,55
2023-01-09 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,0,1,111,46
2023-01-09 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,0,1,125,57
2023-01-09 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,0,1,139,57
2023-01-09 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,0,1,134,48
2023-01-09 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,0,1,149,82
2023-01-09 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,0,1,143,86
2023-01-09 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,0,1,72,91
2023-01-09 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,0,1,118,85
2023-01-09 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,0,1,83,51
2023-01-09 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,0,1,68,42
2023-01-09 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,0,1,118,54
2023-01-10 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,1,1,53,57
2023-01-10 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,1,1,73,57
2023-01-10 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,1,1,51,58
2023-01-10 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,1,1,141,53
2023-01-10 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,1,1,99,44
2023-01-10 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,1,1,82,42
2023-01-10 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,1,1,110,52
2023-01-10 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,1,1,150,53
2023-01-10 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,1,1,116,87
2023-01-10 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,1,1,82,94
2023-01-10 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,1,1,123,97
2023-01-10 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,1,1,93,69
2023-01-10 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,1,1,61,55
2023-01-10 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,1,1,51,44
2023-01-10 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,1,1,136,58
2023-01-10 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,1,1,139,49
2023-01-10 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,1,1,142,51
2023-01-10 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,1,1,139,83
2023-01-10 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,1,1,56,85
2023-01-10 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,1,1,107,94
2023-01-10 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,1,1,124,85
2023-01-10 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,1,1,138,45
2023-01-10 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,1,1,59,46
2023-01-10 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,1,1,122,44
2023-01-11 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,2,1,98,44
2023-01-11 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,2,1,85,58
2023-01-11 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,2,1,145,46
2023-01-11 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,2,1,61,58
2023-01-11 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,2,1,104,54
2023-01-11 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,2,1,72,44
2023-01-11 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,2,1,79,58
2023-01-11 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,2,1,111,57
2023-01-11 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,2,1,138,99
2023-01-11 09:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,9,2,1,108,103
2023-01-11 10:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,10,2,1,149,98
2023-01-11 11:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,11,2,1,110,65
2023-01-11 12:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,12,2,1,68,53
2023-01-11 13:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,13,2,1,58,48
2023-01-11 14:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,14,2,1,77,55
2023-01-11 15:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,15,2,1,144,56
2023-01-11 16:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,16,2,1,65,46
2023-01-11 17:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,17,2,1,148,93
2023-01-11 18:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,18,2,1,74,85
2023-01-11 19:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,19,2,1,102,97
2023-01-11 20:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,20,2,1,106,88
2023-01-11 21:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,21,2,1,102,51
2023-01-11 22:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,22,2,1,107,48
2023-01-11 23:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,23,2,1,63,46
2023-01-12 00:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,0,3,1,84,52
2023-01-12 01:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,1,3,1,124,56
2023-01-12 02:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,2,3,1,125,50
2023-01-12 03:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,3,3,1,123,53
2023-01-12 04:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,4,3,1,66,47
2023-01-12 05:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,5,3,1,56,55
2023-01-12 06:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,6,3,1,62,49
2023-01-12 07:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,7,3,1,91,50
2023-01-12 08:00:00,Nagpur,Sitabuldi,Nagpur_Sitabuldi,8,3,1,99,88
